7.895586013793945312e+00,7.151064872741699219e+00,6.336513996124267578e+00,8.503863334655761719e+00,4.155947685241699219e+00,4.022387504577636719e+00,4.128031730651855469e+00,7.464206218719482422e+00,5.644739151000976562e+00,1.050392723083496094e+01,1.004503822326660156e+01
8.498124122619628906e+00,7.155643939971923828e+00,7.671374797821044922e+00,9.484532356262207031e+00,4.024110317230224609e+00,4.544572830200195312e+00,4.156985759735107422e+00,5.827842712402343750e+00,6.859869480133056641e+00,1.089229106903076172e+01,1.053341484069824219e+01
7.010566234588623047e+00,6.194098472595214844e+00,5.740126132965087891e+00,5.241062164306640625e+00,3.296969175338745117e+00,3.297190427780151367e+00,3.236172437667846680e+00,7.241921424865722656e+00,7.774108886718750000e+00,6.042418956756591797e+00,5.803321838378906250e+00
5.248921871185302734e+00,7.871140003204345703e+00,7.631427288055419922e+00,8.508052825927734375e+00,3.333790302276611328e+00,4.032432079315185547e+00,3.627922296524047852e+00,5.786158561706542969e+00,7.700772285461425781e+00,6.781709194183349609e+00,4.974266529083251953e+00
9.945728302001953125e+00,7.558814048767089844e+00,9.911122322082519531e+00,1.129158115386962891e+01,3.972198486328125000e+00,5.016028404235839844e+00,4.620168685913085938e+00,4.298807144165039062e+00,8.524914741516113281e+00,9.975169181823730469e+00,9.509202003479003906e+00
9.593389511108398438e+00,7.046317577362060547e+00,9.679278373718261719e+00,1.070974636077880859e+01,3.865167140960693359e+00,4.935742378234863281e+00,4.526435375213623047e+00,4.491482257843017578e+00,8.498110771179199219e+00,1.049790763854980469e+01,1.027715492248535156e+01
8.876248359680175781e+00,8.994402885437011719e+00,8.182727813720703125e+00,1.202573490142822266e+01,3.886523723602294922e+00,4.756747245788574219e+00,4.397083759307861328e+00,4.132318019866943359e+00,7.422793388366699219e+00,8.277015686035156250e+00,7.864227771759033203e+00
5.313747882843017578e+00,6.795410633087158203e+00,6.064402580261230469e+00,5.743097305297851562e+00,3.176900386810302734e+00,3.410632848739624023e+00,3.186114788055419922e+00,6.154969215393066406e+00,7.364777565002441406e+00,5.710229396820068359e+00,4.816080570220947266e+00
9.083411216735839844e+00,7.239263534545898438e+00,1.068470287322998047e+01,7.615106105804443359e+00,3.978474617004394531e+00,4.154859542846679688e+00,4.399861812591552734e+00,5.413249492645263672e+00,8.274615287780761719e+00,9.179672241210937500e+00,8.787893295288085938e+00
6.779044628143310547e+00,6.096525192260742188e+00,5.798679828643798828e+00,5.134037971496582031e+00,3.218011379241943359e+00,3.270348548889160156e+00,3.039692401885986328e+00,7.080170154571533203e+00,7.672967433929443359e+00,5.643527507781982422e+00,5.505952835083007812e+00
8.884114265441894531e+00,7.806467056274414062e+00,8.792803764343261719e+00,1.116506099700927734e+01,4.063242912292480469e+00,4.880161285400390625e+00,4.304363727569580078e+00,3.898160457611083984e+00,7.784423351287841797e+00,1.023472595214843750e+01,9.752241134643554688e+00
7.339006423950195312e+00,7.400673866271972656e+00,5.915451049804687500e+00,8.409767150878906250e+00,4.056943416595458984e+00,4.002789497375488281e+00,3.979274034500122070e+00,6.562899589538574219e+00,5.281452655792236328e+00,1.003715133666992188e+01,9.796130180358886719e+00
6.866734027862548828e+00,6.063795089721679688e+00,5.704188823699951172e+00,5.142980575561523438e+00,3.242372751235961914e+00,3.269084692001342773e+00,3.096878767013549805e+00,7.137786388397216797e+00,7.690209865570068359e+00,5.783397197723388672e+00,5.616920948028564453e+00
7.564795017242431641e+00,6.926299571990966797e+00,7.021417140960693359e+00,5.794165611267089844e+00,3.534365415573120117e+00,3.497461080551147461e+00,3.635249853134155273e+00,7.340968132019042969e+00,7.732586383819580078e+00,7.022021770477294922e+00,6.396132946014404297e+00
9.417111396789550781e+00,8.130691528320312500e+00,9.256327629089355469e+00,7.497184276580810547e+00,3.924472570419311523e+00,3.841274261474609375e+00,4.093380928039550781e+00,5.316818714141845703e+00,6.868365287780761719e+00,7.526616573333740234e+00,7.530323028564453125e+00
6.163876056671142578e+00,5.269124507904052734e+00,5.204116821289062500e+00,4.567064285278320312e+00,3.099412441253662109e+00,3.038421869277954102e+00,2.659542560577392578e+00,6.442700386047363281e+00,6.979259490966796875e+00,4.938794612884521484e+00,4.978715419769287109e+00
7.040597915649414062e+00,6.828508377075195312e+00,7.202943325042724609e+00,6.108731269836425781e+00,3.418715476989746094e+00,3.472381353378295898e+00,3.684969186782836914e+00,6.793060779571533203e+00,7.767107963562011719e+00,6.975225925445556641e+00,6.278964519500732422e+00
1.018626499176025391e+01,6.619051933288574219e+00,1.075444602966308594e+01,6.886515617370605469e+00,3.931701183319091797e+00,4.034535884857177734e+00,4.453576564788818359e+00,5.307729721069335938e+00,8.309725761413574219e+00,9.518069267272949219e+00,9.788685798645019531e+00
5.538566589355468750e+00,9.160954475402832031e+00,8.485355377197265625e+00,1.057342433929443359e+01,3.426147699356079102e+00,4.670019149780273438e+00,3.807155132293701172e+00,4.400317668914794922e+00,6.913730144500732422e+00,6.688033580780029297e+00,5.169272899627685547e+00
6.273086071014404297e+00,5.711186408996582031e+00,5.435764789581298828e+00,4.737734794616699219e+00,3.140421390533447266e+00,3.082005739212036133e+00,2.787967443466186523e+00,6.535520076751708984e+00,7.204872608184814453e+00,5.069286346435546875e+00,5.119946002960205078e+00
7.024222850799560547e+00,7.956066131591796875e+00,7.199717044830322266e+00,1.035715770721435547e+01,3.902636289596557617e+00,4.488702297210693359e+00,3.922516822814941406e+00,3.053078413009643555e+00,6.548225879669189453e+00,9.576892852783203125e+00,9.152313232421875000e+00
8.619597434997558594e+00,9.112229347229003906e+00,8.254911422729492188e+00,1.195179271697998047e+01,3.755253791809082031e+00,4.769390583038330078e+00,4.107064247131347656e+00,3.634859800338745117e+00,7.242567539215087891e+00,8.166521072387695312e+00,7.727319240570068359e+00
7.624766826629638672e+00,6.948406219482421875e+00,7.097800731658935547e+00,5.703536033630371094e+00,3.596831560134887695e+00,3.527353048324584961e+00,3.638218164443969727e+00,7.530389308929443359e+00,7.821310520172119141e+00,7.143373012542724609e+00,6.436538219451904297e+00
7.573925495147705078e+00,8.055453300476074219e+00,7.818462848663330078e+00,1.089876651763916016e+01,3.949082136154174805e+00,4.616209030151367188e+00,3.950359821319580078e+00,2.986825466156005859e+00,7.048837184906005859e+00,9.526824951171875000e+00,9.105247497558593750e+00
7.245753765106201172e+00,6.396992206573486328e+00,6.010167598724365234e+00,5.325515270233154297e+00,3.407676696777343750e+00,3.356989622116088867e+00,3.429154396057128906e+00,7.538843631744384766e+00,7.919473171234130859e+00,6.511918544769287109e+00,6.116617679595947266e+00
7.940276622772216797e+00,9.633449554443359375e+00,8.858654975891113281e+00,1.112662792205810547e+01,3.797754764556884766e+00,4.503784656524658203e+00,3.910541534423828125e+00,3.984136104583740234e+00,6.629632472991943359e+00,6.595581531524658203e+00,5.998283863067626953e+00
9.148808479309082031e+00,8.116166114807128906e+00,8.693926811218261719e+00,1.124857807159423828e+01,4.241742134094238281e+00,4.924840927124023438e+00,4.603335857391357422e+00,4.878931999206542969e+00,7.893339157104492188e+00,9.936538696289062500e+00,9.520354270935058594e+00
6.581517696380615234e+00,8.885746002197265625e+00,8.887148857116699219e+00,1.133251380920410156e+01,3.485999107360839844e+00,4.866414546966552734e+00,3.861842393875122070e+00,3.884538650512695312e+00,7.427891254425048828e+00,7.558476924896240234e+00,7.098951339721679688e+00
8.353772163391113281e+00,9.429183959960937500e+00,8.122418403625488281e+00,1.179044818878173828e+01,3.644331216812133789e+00,4.683850765228271484e+00,3.882055282592773438e+00,3.578690052032470703e+00,6.830675601959228516e+00,7.276438713073730469e+00,6.907916069030761719e+00
8.873677253723144531e+00,7.235143661499023438e+00,9.689505577087402344e+00,6.443196296691894531e+00,3.887518644332885742e+00,3.858354806900024414e+00,4.100565910339355469e+00,6.323888778686523438e+00,7.788164615631103516e+00,8.396336555480957031e+00,7.969198226928710938e+00
6.711174488067626953e+00,6.404751300811767578e+00,6.139626026153564453e+00,5.408407211303710938e+00,3.271136760711669922e+00,3.323153257369995117e+00,3.211796998977661133e+00,7.013117313385009766e+00,7.682842731475830078e+00,5.866501331329345703e+00,5.591875076293945312e+00
6.993423461914062500e+00,6.122618198394775391e+00,5.657024860382080078e+00,5.198609352111816406e+00,3.294438362121582031e+00,3.272473096847534180e+00,3.220483303070068359e+00,7.191051483154296875e+00,7.699253082275390625e+00,6.022709369659423828e+00,5.797626018524169922e+00
